"Date","Time","Millisecond","C1","C2","Register"
"2023/09/26","11:54:13","140","0.000000","0.000000","0.000000"
"2023/09/26","11:54:17","70","0.020000","0.030000","0.000000"
"2023/09/26","11:54:17","140","0.020000","0.030000","0.000000"
"2023/09/26","11:54:19","110","0.020000","0.030000","0.000000"
"2023/09/26","11:54:21","110","0.020000","0.030000","0.000000"
"2023/09/26","11:54:23","120","0.030000","0.020000","0.000000"
"2023/09/26","11:54:25","110","0.030000","0.020000","0.000000"
"2023/09/26","11:54:27","110","0.030000","0.030000","0.000000"
"2023/09/26","11:54:29","110","0.030000","0.030000","0.000000"
"2023/09/26","11:54:31","110","0.030000","0.030000","0.000000"
"2023/09/26","11:54:33","130","0.030000","0.020000","0.000000"
"2023/09/26","11:54:35","90","0.030000","0.020000","0.000000"
"2023/09/26","11:54:37","110","0.040000","0.030000","0.000000"
"2023/09/26","11:54:39","110","0.030000","0.030000","0.000000"
"2023/09/26","11:54:41","110","0.040000","0.020000","0.000000"
"2023/09/26","11:54:43","100","0.040000","0.020000","0.000000"
"2023/09/26","11:54:45","110","0.040000","0.020000","0.000000"
"2023/09/26","11:54:47","120","0.040000","0.030000","0.000000"
"2023/09/26","11:54:49","120","0.040000","0.030000","0.000000"
"2023/09/26","11:54:51","100","0.040000","0.030000","0.000000"
"2023/09/26","11:54:53","80","0.040000","0.030000","0.000000"
"2023/09/26","11:54:55","100","0.040000","0.030000","0.000000"
"2023/09/26","11:54:57","100","0.040000","0.030000","0.000000"
"2023/09/26","11:54:59","120","0.040000","0.020000","0.000000"
"2023/09/26","11:55:01","100","0.040000","0.030000","0.000000"
"2023/09/26","11:55:03","100","0.040000","0.020000","0.000000"
"2023/09/26","11:55:05","120","0.040000","0.030000","0.000000"
"2023/09/26","11:55:07","120","0.040000","0.030000","0.000000"
"2023/09/26","11:55:09","100","0.040000","0.020000","0.000000"
"2023/09/26","11:55:11","110","0.040000","0.030000","0.000000"
"2023/09/26","11:55:13","90","0.040000","0.030000","0.000000"
"2023/09/26","11:55:15","120","0.040000","0.020000","0.000000"
"2023/09/26","11:55:17","120","0.040000","0.020000","0.000000"
"2023/09/26","11:55:19","90","0.040000","0.020000","0.000000"
"2023/09/26","11:55:21","110","0.040000","0.030000","0.000000"
"2023/09/26","11:55:23","110","0.040000","0.030000","0.000000"
"2023/09/26","11:55:25","110","0.040000","0.020000","0.000000"
"2023/09/26","11:55:27","110","0.040000","0.020000","0.000000"
"2023/09/26","11:55:29","110","0.040000","0.030000","0.000000"
"2023/09/26","11:55:31","110","0.040000","0.030000","0.000000"
"2023/09/26","11:55:33","110","0.040000","0.020000","0.000000"
"2023/09/26","11:55:35","110","0.040000","0.020000","0.000000"
"2023/09/26","11:55:37","110","0.040000","0.030000","0.000000"
"2023/09/26","11:55:39","110","0.040000","0.030000","0.000000"
"2023/09/26","11:55:41","110","0.040000","0.030000","0.000000"
"2023/09/26","11:55:43","120","0.040000","0.020000","0.000000"
"2023/09/26","11:55:45","70","0.040000","0.020000","0.000000"
"2023/09/26","11:55:47","120","0.040000","0.020000","0.000000"
"2023/09/26","11:55:49","100","0.040000","0.030000","0.000000"
"2023/09/26","11:55:51","120","0.040000","0.030000","0.000000"
"2023/09/26","11:55:53","120","0.040000","0.030000","0.000000"
"2023/09/26","11:55:55","100","0.040000","0.020000","0.000000"
"2023/09/26","11:55:57","100","0.040000","0.030000","0.000000"
"2023/09/26","11:55:59","120","0.040000","0.030000","0.000000"
"2023/09/26","11:56:01","120","0.040000","0.030000","0.000000"
"2023/09/26","11:56:03","120","0.040000","0.030000","0.000000"
"2023/09/26","11:56:05","110","0.040000","0.020000","0.000000"
"2023/09/26","11:56:07","110","0.040000","0.020000","0.000000"
"2023/09/26","11:56:09","90","0.040000","0.020000","0.000000"
"2023/09/26","11:56:11","120","0.040000","0.020000","0.000000"
"2023/09/26","11:56:13","110","0.040000","0.030000","0.000000"
"2023/09/26","11:56:15","90","0.040000","0.030000","0.000000"
"2023/09/26","11:56:17","110","0.040000","0.020000","0.000000"
"2023/09/26","11:56:19","110","0.040000","0.030000","0.000000"
"2023/09/26","11:56:21","110","0.040000","0.020000","0.000000"
"2023/09/26","11:56:23","110","0.040000","0.020000","0.000000"
"2023/09/26","11:56:25","110","0.040000","0.020000","0.000000"
"2023/09/26","11:56:27","110","0.040000","0.020000","0.000000"
"2023/09/26","11:56:29","110","0.040000","0.020000","0.000000"
"2023/09/26","11:56:31","100","0.040000","0.030000","0.000000"
"2023/09/26","11:56:33","110","0.040000","0.030000","0.000000"
"2023/09/26","11:56:35","110","0.040000","0.030000","0.000000"
"2023/09/26","11:56:37","110","0.040000","0.030000","0.000000"
"2023/09/26","11:56:39","100","0.040000","0.020000","0.000000"
"2023/09/26","11:56:41","120","0.040000","0.030000","0.000000"
"2023/09/26","11:56:43","80","0.040000","0.030000","0.000000"
"2023/09/26","11:56:45","100","0.040000","0.020000","0.000000"
"2023/09/26","11:56:47","100","0.040000","0.020000","0.000000"
"2023/09/26","11:56:49","120","0.040000","0.020000","0.000000"
"2023/09/26","11:56:51","120","0.040000","0.030000","0.000000"
"2023/09/26","11:56:53","120","0.040000","0.030000","0.000000"
"2023/09/26","11:56:55","100","0.040000","0.030000","0.000000"
"2023/09/26","11:56:57","100","0.040000","0.030000","0.000000"
"2023/09/26","11:56:59","120","0.040000","0.020000","0.000000"
"2023/09/26","11:57:01","120","0.040000","0.030000","0.000000"
"2023/09/26","11:57:03","120","0.040000","0.020000","0.000000"
"2023/09/26","11:57:05","110","0.040000","0.030000","0.000000"
"2023/09/26","11:57:07","110","0.030000","0.020000","0.000000"
"2023/09/26","11:57:09","110","0.040000","0.020000","0.000000"
"2023/09/26","11:57:11","120","0.040000","0.030000","0.000000"
"2023/09/26","11:57:13","110","0.040000","0.030000","0.000000"
"2023/09/26","11:57:15","110","0.040000","0.030000","0.000000"
"2023/09/26","11:57:17","110","0.040000","0.030000","0.000000"
"2023/09/26","11:57:19","110","0.040000","0.030000","0.000000"
"2023/09/26","11:57:21","80","0.040000","0.030000","0.000000"
"2023/09/26","11:57:23","110","0.040000","0.020000","0.000000"
"2023/09/26","11:57:25","110","0.040000","0.020000","0.000000"
"2023/09/26","11:57:27","110","0.040000","0.020000","0.000000"
"2023/09/26","11:57:29","80","0.040000","0.020000","0.000000"
"2023/09/26","11:57:31","100","0.040000","0.020000","0.000000"
"2023/09/26","11:57:33","120","0.040000","0.020000","0.000000"
"2023/09/26","11:57:35","120","0.040000","0.020000","0.000000"
"2023/09/26","11:57:37","100","0.040000","0.020000","0.000000"
